Serial_Number;Shift;PCB_Mainboard_Supplier;PCB_Batch_ID;LCD_Panel_Supplier;LCD_Batch_ID;Cable_Harness_Supplier;Cable_Batch_ID;Battery_Pack_Supplier;Housing_Case_Supplier;Thermal_Paste_Type;Ambient_Temp_C;Relative_Humidity;Air_Pressure_hPa;Particulate_PM2.5;Particulate_PM10;Screw_Torque_Nm;Screw_Count_OK;Glue_Dispense_Weight_mg;Housing_Gap_Check_mm;Soldering_Station_ID;Soldering_Temp_Set_C;Soldering_Temp_Real_C;Soldering_Time_s;Soldering_Tip_Age_Cycles;Flux_Usage_mg;Smoke_Extractor_Flow_m3h;Boot_Time_s;Standby_Current_mA;Max_Load_Current_A;Battery_Charge_Rate_A;Screen_Brightness_Nits;Dead_Pixel_Count;Touch_Response_ms;WiFi_Signal_dBm;Audio_Output_dB;Probe_Connector_Impedance_Ohm;Internal_QC_Status;Warranty_Claim;Claim_Type;Repair_Cost_USD;Firmware_Version
SN-2025-0262;Afternoon;AMD;PCB-A-2024-C;Samsung;LCD-S-551;FlexConnect;CBL-2024-582;Panasonic;Plast-Pro;Arctic-5;22.4;36.2;1005;8.6;36.3;1.17;12;166.0;0.178;Sold_01;250;251.2;2.71;3160;14.6;46.5;12.32;41.1;2.31;1.05;390;0;9.5;-42.7;74.9;49.88;Pass;No;;0.0;v2.1
SN-2025-0416;Morning;Intel;PCB-I-2024-X;Sharp;LCD-S-589;WireTech;CBL-2025-285;Panasonic;MoldMaster;CoolM-2;23.9;35.8;1018;24.2;39.1;1.04;12;174.4;0.139;Sold_01;250;252.4;3.35;390;10.1;49.5;13.0;41.0;2.33;1.05;368;0;8.92;-49.7;74.5;49.52;Pass;No;;0.0;v2.1
SN-2025-0582;Afternoon;Nvidia;PCB-N-2024-B;Samsung;LCD-S-515;FlexConnect;CBL-2024-389;LG Chem;MoldMaster;CoolM-2;26.0;58.7;997;14.5;17.5;1.1;12;188.0;0.147;Sold_02;250;252.6;4.72;4140;13.6;45.0;14.28;45.7;2.2;1.04;429;0;6.0;-54.1;71.3;50.13;Pass;No;;0.0;v2.2
SN-2025-0302;Morning;Intel;PCB-I-2024-Y;LG;LCD-L-559;Cables-X;CBL-2024-408;Panasonic;Plast-Pro;CoolM-2;21.4;38.0;1021;22.8;28.6;1.17;12;194.7;0.18;Sold_01;250;249.3;5.85;1020;14.2;48.3;12.76;40.3;2.23;1.08;366;2;9.47;-41.9;70.6;50.5;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0175;Afternoon;AMD;PCB-A-2023-Y;LG;LCD-L-897;WireTech;CBL-2023-351;Panasonic;MoldMaster;Arctic-5;21.7;43.7;1020;21.5;34.1;0.81;12;159.1;0.179;Sold_02;250;252.2;2.92;545;10.3;53.3;12.33;49.7;2.15;1.09;435;0;7.66;-42.5;73.1;50.03;Pass;No;;0.0;v2.1
SN-2023-0354;Morning;Intel;PCB-I-2022-B;Samsung;LCD-S-397;Cables-X;CBL-2022-693;LG Chem;MoldMaster;CoolM-2;21.2;42.1;1025;19.5;20.6;0.99;12;161.3;0.108;Sold_01;250;254.4;5.23;2345;14.6;49.8;14.92;48.8;2.35;1.02;439;0;5.86;-42.0;70.5;50.22;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0620;Morning;Nvidia;PCB-N-2023-X;Samsung;LCD-S-821;FlexConnect;CBL-2024-739;Panasonic;MoldMaster;CoolM-2;21.9;54.8;990;6.8;19.2;0.84;12;168.5;0.174;Sold_01;250;250.4;3.61;4393;11.7;50.6;12.8;46.9;2.29;1.01;360;0;5.19;-41.7;70.7;50.26;Pass;No;;0.0;v2.1
SN-2025-0428;Afternoon;AMD;PCB-A-2024-C;Samsung;LCD-S-226;Cables-X;CBL-2025-070;Panasonic;Plast-Pro;CoolM-2;25.1;37.7;1010;16.6;23.5;0.86;12;172.9;0.133;Sold_01;250;254.8;5.22;2882;10.3;50.4;13.96;56.8;2.13;1.08;396;0;7.67;-52.4;74.3;49.82;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2024-0043;Afternoon;Nvidia;PCB-N-2023-X;Sharp;LCD-S-488;FlexConnect;CBL-2023-450;Panasonic;Plast-Pro;Arctic-5;23.4;40.3;1000;24.5;19.0;0.86;12;161.4;0.198;Sold_02;250;250.5;4.26;3674;10.2;49.7;14.67;46.5;2.38;1.09;435;0;6.32;-42.9;71.9;49.53;Pass;No;;0.0;v2.2
SN-2025-0184;Afternoon;Nvidia;PCB-N-2025-B;Samsung;LCD-S-742;FlexConnect;CBL-2024-319;Panasonic;MoldMaster;CoolM-2;25.3;47.6;1013;6.7;13.6;0.86;12;188.4;0.193;Sold_02;250;249.3;4.59;4498;13.4;50.7;12.34;57.7;2.15;1.06;384;0;7.49;-47.0;73.5;50.01;Pass;No;;0.0;v2.1
SN-2023-0125;Afternoon;AMD;PCB-A-2022-C;Samsung;LCD-S-566;WireTech;CBL-2023-585;LG Chem;Plast-Pro;CoolM-2;22.6;52.2;1014;13.0;22.4;0.88;12;155.2;0.104;Sold_01;250;250.4;2.78;4184;13.6;48.7;13.17;53.1;2.33;1.04;392;2;7.29;-52.6;72.6;50.16;Pass;No;;0.0;v2.1
SN-2023-0211;Afternoon;Nvidia;PCB-N-2022-C;Samsung;LCD-S-107;WireTech;CBL-2023-540;LG Chem;Plast-Pro;Arctic-5;24.9;57.4;1025;16.7;37.3;1.2;12;194.2;0.167;Sold_01;250;251.6;4.45;3274;13.5;48.1;14.67;44.2;2.21;1.09;418;0;9.13;-56.6;72.8;49.94;Pass;No;;0.0;v2.1
SN-2025-0286;Afternoon;AMD;PCB-A-2025-B;LG;LCD-L-856;WireTech;CBL-2024-526;Panasonic;Plast-Pro;CoolM-2;22.7;45.9;1008;13.2;39.7;1.06;12;185.4;0.177;Sold_02;250;252.7;3.26;3756;14.8;48.4;13.26;50.8;2.32;1.09;436;0;6.31;-43.3;71.2;50.33;Pass;No;;0.0;v2.2
SN-2024-0342;Morning;Intel;PCB-I-2023-X;LG;LCD-L-881;WireTech;CBL-2023-729;Panasonic;Plast-Pro;CoolM-2;24.5;42.9;996;24.8;18.1;1.12;12;175.9;0.181;Sold_02;250;252.3;3.21;1752;12.4;51.8;14.44;49.1;2.3;1.0;411;0;7.65;-57.7;74.9;49.62;Pass;No;;0.0;v2.1
SN-2025-0049;Morning;Nvidia;PCB-N-2025-C;Sharp;LCD-S-817;WireTech;CBL-2025-647;Panasonic;MoldMaster;Arctic-5;25.0;55.0;1002;7.5;29.0;1.0;12;173.1;0.101;Sold_01;250;248.8;3.45;2892;12.1;53.0;13.74;50.6;2.32;1.03;392;0;7.32;-49.1;70.4;49.93;Pass;No;;0.0;v2.1
SN-2024-0323;Afternoon;Nvidia;PCB-N-2023-X;Samsung;LCD-S-990;Cables-X;CBL-2024-022;Panasonic;Plast-Pro;CoolM-2;25.8;62.1;1015;16.1;19.2;1.07;12;162.6;0.052;Sold_01;250;249.5;5.23;3916;11.4;49.7;14.61;56.3;2.21;1.01;449;0;5.44;-46.3;73.4;50.02;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0381;Morning;Nvidia;PCB-N-2023-A;LG;LCD-L-401;Cables-X;CBL-2023-604;LG Chem;Plast-Pro;Arctic-5;21.2;56.6;1006;5.1;18.3;1.2;12;151.3;0.125;Sold_01;250;252.5;5.09;3486;10.1;50.6;12.41;52.3;2.27;1.04;448;0;9.32;-44.2;71.6;49.9;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0583;Afternoon;Intel;PCB-I-2023-C;Samsung;LCD-S-778;WireTech;CBL-2023-150;LG Chem;Plast-Pro;CoolM-2;22.2;50.8;1009;19.7;26.5;0.82;12;180.2;0.071;Sold_02;250;253.0;2.7;2757;14.5;51.1;13.4;59.6;2.28;1.02;356;0;7.54;-44.1;70.2;49.92;Pass;No;;0.0;v2.2
SN-2024-0420;Morning;Nvidia;PCB-N-2023-C;Sharp;LCD-S-400;Cables-X;CBL-2024-822;Panasonic;Plast-Pro;Arctic-5;21.3;46.5;1018;8.9;17.1;1.16;12;158.5;0.111;Sold_01;250;250.6;6.23;1666;10.4;49.1;14.38;44.4;2.32;1.01;427;0;9.61;-46.8;70.6;49.84;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0353;Afternoon;Intel;PCB-I-2023-C;Sharp;LCD-S-345;FlexConnect;CBL-2022-700;LG Chem;MoldMaster;CoolM-2;21.6;53.2;995;12.6;36.3;1.1;12;190.1;0.067;Sold_01;250;252.7;3.83;4417;14.0;47.5;13.9;57.7;2.23;1.1;445;0;7.07;-58.5;73.4;49.54;Pass;No;;0.0;v2.1
SN-2024-0649;Morning;Intel;PCB-I-2024-A;Sharp;LCD-S-759;Cables-X;CBL-2024-897;Panasonic;MoldMaster;Arctic-5;24.5;62.0;1009;22.2;15.7;0.83;12;156.5;0.099;Sold_01;250;250.4;5.86;832;12.5;45.8;14.22;47.2;2.34;1.06;390;0;5.75;-46.3;73.7;50.27;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2025-0015;Afternoon;Nvidia;PCB-N-2024-C;LG;LCD-L-594;Cables-X;CBL-2024-933;Panasonic;Plast-Pro;Arctic-5;24.1;41.8;1015;11.2;15.2;1.16;12;165.3;0.123;Sold_01;250;251.6;6.05;4175;13.3;50.1;14.41;42.5;2.14;1.02;407;0;8.53;-49.2;70.6;50.17;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0511;Afternoon;Nvidia;PCB-N-2023-C;Sharp;LCD-S-212;Cables-X;CBL-2023-368;Panasonic;Plast-Pro;Arctic-5;24.3;53.5;999;19.0;29.5;0.98;12;171.9;0.169;Sold_02;250;251.1;6.01;2704;10.7;45.7;12.05;44.6;2.15;1.02;382;0;8.94;-59.4;71.0;49.5;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2023-0535;Afternoon;Nvidia;PCB-N-2023-C;Sharp;LCD-S-208;FlexConnect;CBL-2022-315;LG Chem;MoldMaster;Arctic-5;22.7;35.9;991;15.1;21.0;0.87;12;175.0;0.129;Sold_01;250;254.2;4.32;1740;13.5;49.7;12.55;44.9;2.22;1.02;411;0;8.54;-58.5;73.9;49.55;Pass;No;;0.0;v2.2
SN-2023-0070;Morning;Nvidia;PCB-N-2023-Y;Sharp;LCD-S-275;WireTech;CBL-2023-996;LG Chem;MoldMaster;CoolM-2;21.2;64.8;1029;17.9;17.6;0.96;12;175.2;0.194;Sold_01;250;251.3;3.58;3719;12.2;48.8;12.09;43.4;2.39;1.1;391;2;9.95;-58.4;73.3;50.03;Pass;No;;0.0;v2.1
SN-2024-0080;Afternoon;Intel;PCB-I-2023-X;LG;LCD-L-501;FlexConnect;CBL-2023-131;Panasonic;MoldMaster;CoolM-2;21.9;48.1;1014;18.0;30.4;1.17;12;187.0;0.147;Sold_02;250;254.3;2.9;1884;10.5;52.2;12.53;51.3;2.12;1.07;355;0;7.67;-55.2;73.3;50.05;Pass;No;;0.0;v2.1
SN-2024-0058;Morning;Nvidia;PCB-N-2024-A;LG;LCD-L-357;FlexConnect;CBL-2023-380;Panasonic;Plast-Pro;Arctic-5;22.4;48.3;1005;20.2;28.5;0.91;12;187.0;0.082;Sold_01;250;253.3;4.73;854;12.0;53.6;13.59;52.6;2.33;1.02;362;1;5.13;-58.7;74.0;50.07;Pass;No;;0.0;v2.2
SN-2025-0103;Afternoon;Nvidia;PCB-N-2025-C;Sharp;LCD-S-714;Cables-X;CBL-2025-919;LG Chem;MoldMaster;CoolM-2;21.7;58.3;1004;24.3;37.6;1.08;12;191.2;0.131;Sold_01;250;249.4;5.04;2248;11.3;46.6;12.47;41.6;2.27;1.01;449;2;8.85;-43.0;74.7;50.0;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2025-0194;Afternoon;Nvidia;PCB-N-2024-B;Samsung;LCD-S-196;Cables-X;CBL-2024-420;Panasonic;Plast-Pro;Arctic-5;25.9;40.9;990;13.6;33.7;1.15;12;170.8;0.124;Sold_01;250;250.4;6.38;1585;13.2;51.8;14.92;46.6;2.25;1.04;409;0;6.7;-59.0;71.2;49.75;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2025-0095;Morning;AMD;PCB-A-2024-X;LG;LCD-L-647;WireTech;CBL-2025-593;LG Chem;Plast-Pro;Arctic-5;22.2;57.5;1003;17.6;38.7;0.93;12;159.0;0.073;Sold_02;250;249.9;2.63;1350;11.5;53.1;12.36;40.6;2.24;1.09;421;0;6.77;-58.1;73.0;49.62;Pass;No;;0.0;v2.1
SN-2025-0391;Afternoon;Nvidia;PCB-N-2024-X;LG;LCD-L-950;Cables-X;CBL-2025-667;LG Chem;Plast-Pro;Arctic-5;22.3;59.2;1025;23.1;22.1;1.18;12;194.1;0.106;Sold_01;250;254.9;6.18;283;10.6;49.6;13.96;50.2;2.37;1.07;374;0;8.17;-42.4;71.7;49.5;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2023-0212;Afternoon;Intel;PCB-I-2022-A;Samsung;LCD-S-863;Cables-X;CBL-2022-818;LG Chem;Plast-Pro;Arctic-5;21.4;41.1;992;14.3;36.3;0.97;12;175.1;0.141;Sold_01;250;250.1;5.31;626;14.8;46.0;12.91;59.6;2.27;1.1;422;2;8.46;-50.7;70.6;49.74;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2025-0022;Afternoon;Nvidia;PCB-N-2024-A;Samsung;LCD-S-979;FlexConnect;CBL-2024-728;Panasonic;MoldMaster;CoolM-2;23.0;52.1;1008;19.9;30.9;1.13;12;166.0;0.117;Sold_01;250;253.2;4.4;2172;14.4;48.8;14.92;59.7;2.31;1.04;372;0;8.85;-43.3;72.1;49.51;Pass;No;;0.0;v2.1
SN-2025-0201;Afternoon;Intel;PCB-I-2024-Y;Samsung;LCD-S-185;FlexConnect;CBL-2024-975;LG Chem;Plast-Pro;CoolM-2;21.8;35.6;1011;23.0;29.3;0.95;12;183.8;0.118;Sold_01;250;253.1;4.18;3758;10.7;53.8;12.84;50.3;2.22;1.01;413;0;6.31;-40.8;74.1;49.87;Rework;No;;0.0;v2.2
SN-2023-0100;Afternoon;Intel;PCB-I-2022-A;Sharp;LCD-S-917;Cables-X;CBL-2023-286;LG Chem;Plast-Pro;Arctic-5;24.5;42.8;1012;23.3;23.5;0.81;12;162.7;0.194;Sold_02;250;249.0;5.27;3883;10.8;45.4;13.5;58.2;2.12;1.07;379;0;7.31;-52.1;74.3;50.45;Rework;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2024-0286;Afternoon;Intel;PCB-I-2023-X;LG;LCD-L-637;Cables-X;CBL-2024-998;LG Chem;MoldMaster;Arctic-5;24.0;44.0;1027;20.0;32.9;1.1;12;158.0;0.099;Sold_02;250;254.1;6.0;2203;10.7;50.0;13.9;47.7;2.2;1.01;386;0;9.29;-58.0;74.8;49.85;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2025-0010;Afternoon;AMD;PCB-A-2024-A;LG;LCD-L-474;FlexConnect;CBL-2025-027;LG Chem;Plast-Pro;CoolM-2;24.5;52.7;992;13.2;23.9;1.19;12;165.2;0.053;Sold_01;250;254.8;4.52;699;13.9;49.7;13.81;41.8;2.24;1.03;426;0;8.12;-58.0;72.3;49.87;Pass;No;;0.0;v2.1
SN-2023-0528;Afternoon;Nvidia;PCB-N-2023-Y;Samsung;LCD-S-100;WireTech;CBL-2022-587;LG Chem;Plast-Pro;CoolM-2;24.4;47.4;1012;7.1;14.2;0.98;12;190.5;0.104;Sold_02;250;254.4;3.88;1967;11.8;47.6;14.26;58.2;2.23;1.03;443;0;8.52;-47.3;74.3;49.97;Pass;No;;0.0;v2.1
SN-2023-0299;Afternoon;Intel;PCB-I-2022-A;Sharp;LCD-S-839;FlexConnect;CBL-2023-826;LG Chem;MoldMaster;Arctic-5;23.9;37.5;990;21.6;13.0;1.07;12;170.0;0.175;Sold_02;250;253.1;3.27;2847;11.3;50.5;13.5;41.6;2.37;1.03;410;1;8.75;-55.6;74.4;49.66;Pass;No;;0.0;v2.1
SN-2025-0070;Afternoon;Nvidia;PCB-N-2025-B;Sharp;LCD-S-795;Cables-X;CBL-2025-890;Panasonic;MoldMaster;CoolM-2;21.1;57.9;1030;10.4;21.9;1.08;12;169.9;0.069;Sold_02;250;250.1;6.2;3001;11.4;49.6;12.06;53.2;2.15;1.08;375;0;7.1;-52.0;71.8;49.61;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2024-0182;Afternoon;Nvidia;PCB-N-2024-X;Samsung;LCD-S-201;Cables-X;CBL-2024-514;LG Chem;Plast-Pro;Arctic-5;21.4;60.1;1007;16.3;15.5;1.19;12;152.5;0.16;Sold_01;250;250.6;4.26;3088;12.9;53.7;13.26;40.1;2.19;1.08;352;0;9.99;-54.0;70.6;49.61;Pass;No;;0.0;v2.2
SN-2024-0023;Afternoon;Intel;PCB-I-2023-Y;Sharp;LCD-S-998;FlexConnect;CBL-2024-209;Panasonic;MoldMaster;Arctic-5;21.5;37.6;1018;12.3;38.7;0.93;12;166.3;0.057;Sold_01;250;252.1;2.97;292;10.0;52.7;12.75;59.6;2.18;1.02;352;0;6.34;-57.5;73.8;49.53;Pass;No;;0.0;v2.1
SN-2025-0149;Afternoon;Nvidia;PCB-N-2025-X;LG;LCD-L-703;WireTech;CBL-2024-706;Panasonic;MoldMaster;CoolM-2;21.4;44.9;1026;12.5;34.2;1.03;12;153.9;0.113;Sold_02;250;252.6;2.59;2980;13.8;52.9;12.77;46.4;2.2;1.06;350;0;6.63;-58.6;70.3;49.6;Pass;No;;0.0;v2.2
SN-2025-0421;Afternoon;AMD;PCB-A-2025-C;LG;LCD-L-889;Cables-X;CBL-2025-455;Panasonic;MoldMaster;CoolM-2;25.0;40.6;1016;18.4;32.3;1.08;12;160.0;0.079;Sold_02;250;251.5;3.4;3449;15.0;52.7;14.47;49.8;2.37;1.01;440;0;9.91;-48.6;71.4;49.83;Pass;No;;0.0;v2.2
SN-2023-0240;Afternoon;AMD;PCB-A-2022-Y;LG;LCD-L-504;Cables-X;CBL-2023-036;Panasonic;MoldMaster;Arctic-5;24.1;48.4;1011;12.7;34.6;1.15;12;155.4;0.098;Sold_02;250;249.1;2.85;3808;11.8;49.4;14.05;54.4;2.14;1.04;431;0;8.24;-54.5;70.8;50.14;Pass;No;;0.0;v2.2
SN-2025-0594;Afternoon;AMD;PCB-A-2024-C;Samsung;LCD-S-140;FlexConnect;CBL-2025-363;LG Chem;MoldMaster;CoolM-2;21.7;57.4;1018;6.4;24.3;1.02;12;174.9;0.2;Sold_02;250;251.6;3.05;1300;13.3;52.8;12.32;52.0;2.25;1.1;392;2;9.17;-46.2;72.0;49.88;Pass;No;;0.0;v2.2
SN-2025-0355;Morning;Nvidia;PCB-N-2025-A;LG;LCD-L-111;Cables-X;CBL-2025-292;Panasonic;MoldMaster;Arctic-5;25.0;36.5;1013;22.4;32.5;1.04;12;166.7;0.129;Sold_02;250;253.5;3.01;4368;12.1;52.9;13.69;58.6;2.38;1.06;413;0;5.98;-45.2;74.3;49.99;Pass;No;;0.0;v2.2
SN-2025-0479;Afternoon;AMD;PCB-A-2024-A;Sharp;LCD-S-386;WireTech;CBL-2025-073;LG Chem;MoldMaster;Arctic-5;21.1;47.9;994;11.4;38.9;0.94;12;153.8;0.173;Sold_01;250;254.0;4.64;993;13.3;48.6;13.79;45.8;2.17;1.02;424;0;8.4;-40.2;70.7;49.62;Pass;No;;0.0;v2.1
SN-2025-0509;Afternoon;Nvidia;PCB-N-2024-A;Sharp;LCD-S-760;Cables-X;CBL-2024-519;LG Chem;MoldMaster;Arctic-5;24.7;37.8;1017;5.8;19.3;0.85;12;170.6;0.139;Sold_01;250;251.2;3.16;1941;11.9;48.9;14.94;48.4;2.23;1.06;445;0;6.95;-46.5;72.4;50.01;Pass;No;;0.0;v2.2
SN-2023-0395;Afternoon;Intel;PCB-I-2023-Y;LG;LCD-L-792;WireTech;CBL-2022-464;LG Chem;Plast-Pro;CoolM-2;24.3;48.5;1010;8.1;38.7;1.19;12;169.9;0.09;Sold_02;250;252.5;4.03;2020;11.4;53.5;13.32;58.2;2.32;1.07;357;2;7.42;-48.0;74.2;50.42;Pass;No;;0.0;v2.2
SN-2024-0353;Afternoon;Nvidia;PCB-N-2024-C;LG;LCD-L-427;Cables-X;CBL-2024-214;LG Chem;MoldMaster;Arctic-5;25.7;61.9;996;6.4;32.4;0.97;12;199.6;0.178;Sold_02;250;250.9;3.87;1131;13.0;53.0;14.9;44.5;2.19;1.02;352;0;8.13;-48.0;74.6;50.19;Pass;Yes;Probe Failure;2112.0;v2.2
SN-2025-0290;Morning;Intel;PCB-I-2025-B;Samsung;LCD-S-976;WireTech;CBL-2024-482;Panasonic;MoldMaster;CoolM-2;21.1;35.0;997;16.1;19.2;1.16;12;152.5;0.076;Sold_02;250;254.9;2.75;2668;11.0;48.0;12.42;48.5;2.32;1.03;399;0;9.55;-48.1;71.9;49.84;Pass;No;;0.0;v2.1
SN-2025-0409;Afternoon;Nvidia;PCB-N-2025-A;Samsung;LCD-S-677;WireTech;CBL-2024-290;LG Chem;Plast-Pro;Arctic-5;24.0;50.6;1013;23.3;11.6;0.8;12;194.7;0.094;Sold_01;250;253.7;4.63;654;13.8;47.9;14.28;56.3;2.16;1.05;425;2;5.15;-44.5;70.5;49.76;Pass;No;;0.0;v2.2
SN-2025-0307;Morning;Intel;PCB-I-2024-A;Sharp;LCD-S-554;Cables-X;CBL-2024-480;Panasonic;MoldMaster;Arctic-5;25.5;61.7;1019;23.6;15.6;1.16;12;195.0;0.135;Sold_01;250;252.6;6.07;888;12.5;50.9;12.11;58.4;2.22;1.06;397;2;9.61;-41.9;73.3;49.9;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2025-0104;Afternoon;AMD;PCB-A-2024-Y;Samsung;LCD-S-747;Cables-X;CBL-2025-043;Panasonic;Plast-Pro;CoolM-2;22.2;48.5;1008;22.5;20.1;1.13;12;183.6;0.076;Sold_01;250;248.6;6.15;351;13.2;51.0;14.4;55.7;2.12;1.04;392;0;7.36;-43.6;71.0;49.89;Pass;Yes;Burnt LCD Cable;2112.0;v2.2
SN-2025-0285;Morning;Intel;PCB-I-2025-Y;Sharp;LCD-S-332;FlexConnect;CBL-2025-337;LG Chem;Plast-Pro;CoolM-2;22.3;40.7;1010;16.9;26.2;0.87;12;195.6;0.124;Sold_01;250;254.8;2.92;4736;14.1;45.2;13.3;42.2;2.28;1.09;425;0;9.86;-51.4;73.0;50.0;Pass;No;;0.0;v2.2
SN-2023-0129;Afternoon;AMD;PCB-A-2023-Y;Samsung;LCD-S-903;Cables-X;CBL-2023-774;Panasonic;MoldMaster;Arctic-5;25.5;45.0;1004;17.4;21.9;0.99;12;174.3;0.195;Sold_01;250;253.1;2.61;1890;14.8;49.9;13.73;46.9;2.12;1.05;385;1;9.29;-47.9;73.6;49.85;Rework;No;;0.0;v2.2
SN-2024-0006;Afternoon;AMD;PCB-A-2024-C;Samsung;LCD-S-121;Cables-X;CBL-2023-673;Panasonic;Plast-Pro;CoolM-2;21.8;37.1;1028;25.0;26.6;0.87;12;194.9;0.109;Sold_01;250;252.8;6.16;1260;14.7;46.0;13.12;50.9;2.29;1.09;385;0;5.11;-47.5;72.0;50.43;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0276;Morning;Nvidia;PCB-N-2022-A;LG;LCD-L-839;Cables-X;CBL-2022-099;Panasonic;Plast-Pro;CoolM-2;25.6;58.1;1030;20.8;26.2;0.83;12;186.9;0.16;Sold_02;250;251.6;5.17;1382;11.7;54.2;13.04;55.1;2.24;1.02;430;0;8.19;-40.8;75.0;49.67;Pass;Yes;Burnt LCD Cable;2112.0;v2.1
SN-2023-0533;Afternoon;AMD;PCB-A-2022-A;Samsung;LCD-S-167;Cables-X;CBL-2022-446;Panasonic;MoldMaster;Arctic-5;24.1;57.6;1021;11.6;39.3;0.85;12;194.3;0.162;Sold_02;250;252.1;2.89;3942;11.1;45.6;14.05;58.3;2.39;1.02;411;0;5.54;-47.4;72.1;50.26;Pass;No;;0.0;v2.2
SN-2024-0367;Morning;Nvidia;PCB-N-2024-B;Sharp;LCD-S-158;FlexConnect;CBL-2024-576;LG Chem;Plast-Pro;CoolM-2;24.5;63.3;994;9.0;21.5;1.14;12;162.4;0.104;Sold_02;250;251.0;3.15;3714;12.8;50.5;13.55;52.1;2.37;1.04;410;0;6.6;-40.7;72.4;49.97;Pass;No;;0.0;v2.1
SN-2024-0603;Afternoon;Intel;PCB-I-2024-C;Samsung;LCD-S-778;WireTech;CBL-2024-150;LG Chem;Plast-Pro;CoolM-2;22.2;50.8;1009;19.7;26.5;0.82;12;180.2;0.071;Sold_02;250;253.0;2.7;2757;14.5;51.1;13.4;59.6;2.28;1.02;356;0;7.54;-44.1;70.2;49.92;Pass;No;;0.0;v2.2
SN-2024-0137;Morning;AMD;PCB-A-2024-B;LG;LCD-L-293;FlexConnect;CBL-2023-799;LG Chem;MoldMaster;Arctic-5;24.7;59.9;1008;13.5;24.4;1.2;12;177.1;0.082;Sold_02;250;251.9;3.66;3326;11.2;54.3;14.48;49.6;2.18;1.06;364;0;7.25;-50.1;71.6;49.84;Pass;No;;0.0;v2.1
SN-2024-0657;Afternoon;Nvidia;PCB-N-2024-B;Sharp;LCD-S-716;WireTech;CBL-2024-101;Panasonic;MoldMaster;Arctic-5;24.4;60.8;1013;13.6;11.3;0.89;12;157.5;0.144;Sold_02;250;252.4;2.59;2005;14.7;54.3;14.21;47.5;2.11;1.01;381;0;9.15;-42.7;70.4;50.49;Rework;No;;0.0;v2.1
SN-2025-0193;Afternoon;Intel;PCB-I-2025-C;LG;LCD-L-978;Cables-X;CBL-2025-667;LG Chem;Plast-Pro;Arctic-5;23.7;40.4;1009;23.0;36.2;1.12;12;165.6;0.069;Sold_02;250;252.2;3.95;812;12.1;49.8;14.27;50.4;2.31;1.02;397;0;7.66;-40.5;71.6;49.82;Pass;No;;0.0;v2.2
SN-2023-0486;Morning;AMD;PCB-A-2022-A;LG;LCD-L-763;FlexConnect;CBL-2023-674;LG Chem;Plast-Pro;CoolM-2;25.7;43.1;1023;10.8;14.8;1.14;12;170.4;0.18;Sold_01;250;253.1;2.63;3099;11.0;50.8;13.27;42.0;2.39;1.07;357;0;5.42;-54.7;70.2;49.73;Pass;No;;0.0;v2.1
SN-2024-0245;Afternoon;Nvidia;PCB-N-2024-C;Sharp;LCD-S-833;Cables-X;CBL-2024-064;LG Chem;MoldMaster;Arctic-5;21.3;37.1;1011;8.3;16.4;0.93;12;176.1;0.108;Sold_01;250;249.9;2.77;649;13.2;52.0;14.28;52.7;2.31;1.07;444;0;8.8;-52.4;74.5;49.87;Pass;No;;0.0;v2.1
SN-2024-0572;Afternoon;AMD;PCB-A-2023-B;Samsung;LCD-S-152;FlexConnect;CBL-2024-672;Panasonic;MoldMaster;Arctic-5;23.4;43.1;1005;16.2;31.4;1.09;12;188.5;0.053;Sold_02;250;250.6;4.73;1690;10.8;46.0;12.75;40.8;2.26;1.08;358;0;9.17;-53.4;70.7;50.32;Pass;No;;0.0;v2.1
SN-2024-0398;Afternoon;Intel;PCB-I-2024-C;LG;LCD-L-978;Cables-X;CBL-2024-667;LG Chem;Plast-Pro;Arctic-5;23.7;40.4;1009;23.0;36.2;1.12;12;165.6;0.069;Sold_02;250;252.2;3.95;812;12.1;49.8;14.27;50.4;2.31;1.02;397;0;7.66;-40.5;71.6;49.82;Pass;No;;0.0;v2.2
